,Reaction,Name,ModelSEED_id,MetaNetX,KEGG_id,KEGG_id2,BIGG_id,Substrates,Substrate Name,Substrate SMILE,ecNumber
1557,HSPG_DEGR_14tex,"Product GLCNACASE_HS3, IdoA-Gal-Gal-Xyl-L-Ser (protein) diffusion extracellular to periplasm",None,None,None,None,None,['hspg_degr_14[e]'],['Heparan sulfate degradation product 14'],[None],None
1558,HSPG_DEGR_15tex,"Product IDOURASE_HS3, Gal-Gal-Xyl-L-Ser (protein) diffusion extracellular to periplasm",None,None,None,None,None,['hspg_degr_15[e]'],['Heparan sulfate degradation product 15'],[None],None
1559,HSPG_DEGR_1tex,"Product 1 HEPARL1_e, IdoA-GlcN2,6diS-GlcA-GlcN2,3,6triS diffusion extracellular to periplasm",None,None,None,None,None,['hspg_degr_1[e]'],['Heparan sulfate degradation product 1'],[None],None
1560,HSPG_DEGR_2tex,"Product 2 HEPARL1_e, IdoA2S-GlcN2,6diS-IdoA2S-GlcNAc3S-GlcA-Gal-Gal-Xyl-L-Ser (protein) diffusion extracellular to periplasm",None,None,None,None,None,['hspg_degr_2[e]'],['Heparan sulfate degradation product 2'],[None],None
1561,HSPG_DEGR_3tex,"Product IDOURASE_HS1, GlcN2,6diS-GlcA-GlcN2,3,6triS diffusion extracellular to periplasm",None,None,None,None,None,['hspg_degr_3[e]'],['Heparan sulfate degradation product 3'],[None],None
1562,HSPG_DEGR_4tex,"Product AS6TASE_HS1, GlcN2S-GlcA-GlcN2,3diS diffusion extracellular to periplasm",None,None,None,None,None,['hspg_degr_4[e]'],['Heparan sulfate degradation product 4'],[None],None
1563,HSPG_DEGR_5tex,"Product AS3TASE_HS1, GlcN2S-GlcA-GlcN2S diffusion extracellular to periplasm",None,None,None,None,None,['hspg_degr_5[e]'],['Heparan sulfate degradation product 5'],[None],None
1564,HSPG_DEGR_6tex,"Product GAM2STASE_HS2, GlcN-GlcA-GlcN diffusion extracellular to periplasm",None,None,None,None,None,['hspg_degr_6[e]'],['Heparan sulfate degradation product 6'],[None],None
1565,HSPG_DEGR_7tex,"Product IS2TASE_HS1, IdoA-GlcN2,6diS-IdoA-GlcNAc3S-GlcA-Gal-Gal-Xyl-L-Ser (protein) diffusion extracellular to periplasm",None,None,None,None,None,['hspg_degr_7[e]'],['Heparan sulfate degradation product 7'],[None],None
1566,HSPG_DEGR_8tex,"Product IDOURASE_HS2, GlcN2,6diS-IdoA-GlcNAc3S-GlcA-Gal-Gal-Xyl-L-Ser (protein) diffusion extracellular to periplasm",None,None,None,None,None,['hspg_degr_8[e]'],['Heparan sulfate degradation product 8'],[None],None
1567,HSPG_DEGR_9tex,"Product AS6TASE_HS2, GlcN2S-IdoA-GlcNAc3S-GlcA-Gal-Gal-Xyl-L-Ser (protein) diffusion extracellular to periplasm",None,None,None,None,None,['hspg_degr_9[e]'],['Heparan sulfate degradation product 9'],[None],None
1568,HSPG_RESTtex,"Undegradable product GALASE_HS, Xyl-L-Ser (protein) diffusion extracellular to periplasm",None,None,None,None,None,['hspg_rest[e]'],['Undegradable product Heparan sulfate'],[None],None
1569,HSPGtex,heparan sulfate proteoglycan diffusion extracellular to periplasm,None,None,None,None,None,['hspg[e]'],['heparan sulfate proteoglycan'],[None],None
1570,HSTPTr,Histidinol-phosphate aminotransferase (EC 2.6.1.9),rxn02320,MNXR31722,None,R03243,HIS5; HSTPT; HSTPTr,"['akg[c]', 'hisp[c]']","['2-Oxoglutarate', 'L-Histidinol phosphate']","['C(CC(=O)O)C(=O)C(=O)O', 'C1=C(NC=N1)CC(COP(=O)(O)O)N']","[None, ['2.6.1.9'], ['2.6.1.9']]"
1571,HST_37_DIGLC_GLCAASEe2pp,"Hesperetin 3 7-Diglucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'hst_37_diglc[p]']","['Water', 'Hesperetin 3,7-Diglucuronide']","['O', None]",None
1572,HST_37_DIGLC_GLCAASEepp,"Hesperetin 3 7-Diglucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'hst_37_diglc[p]']","['Water', 'Hesperetin 3,7-Diglucuronide']","['O', None]",None
1573,HST_37_DIGLCtex,"Hesperetin 3,7-Diglucuronide diffusion extracellular to periplasm",None,None,None,None,None,['hst_37_diglc[e]'],"['Hesperetin 3,7-Diglucuronide']",[None],None
1574,HST_3GLC_7S_GLCAASEepp,"Hesperetin 3-O-Glucuronide 7-Sulfate beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'hst_3glc_7s[p]']","['Water', 'Hesperetin 3-O-Glucuronide 7-Sulfate']","['O', None]",None
1575,HST_3GLC_7Stex,Hesperetin 3-O-Glucuronide 7-Sulfate diffusion extracellular to periplasm,None,None,None,None,None,['hst_3glc_7s[e]'],['Hesperetin 3-O-Glucuronide 7-Sulfate'],[None],None
1576,HST_3_GLC_GLCAASEepp,"Hesperetin 3-O-Glucuronide (Aglycone Of Hesperidin) beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'hst_3_glc[p]']","['Water', 'Hesperetin 3-O-Glucuronide (Aglycone Of Hesperidin)']","['O', None]",None
1577,HST_3_GLCtex,Hesperetin 3-O-Glucuronide (Aglycone Of Hesperidin) diffusion extracellular to periplasm,None,None,None,None,None,['hst_3_glc[e]'],['Hesperetin 3-O-Glucuronide (Aglycone Of Hesperidin)'],[None],None
1578,HST_3_Stex,Hesperetin 3-O-Sulfate diffusion extracellular to periplasm,None,None,None,None,None,['hst_3_s[e]'],['Hesperetin 3-O-Sulfate'],[None],None
1579,HST_7GLC_3S_GLCAASEepp,"Hesperetin 7-O-Glucuronide 3-Sulfate beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'hst_7glc_3s[p]']","['Water', 'Hesperetin 7-O-Glucuronide 3-Sulfate']","['O', None]",None
1580,HST_7GLC_3Stex,Hesperetin 7-O-Glucuronide 3-Sulfate diffusion extracellular to periplasm,None,None,None,None,None,['hst_7glc_3s[e]'],['Hesperetin 7-O-Glucuronide 3-Sulfate'],[None],None
1581,HST_7_GLC_GLCAASEepp,"Hesperetin 7-O-Glucuronide (Aglycone Of Hesperidin) beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'hst_7_glc[p]']","['Water', 'Hesperetin 7-O-Glucuronide (Aglycone Of Hesperidin)']","['O', None]",None
1582,HST_7_GLCtex,Hesperetin 7-O-Glucuronide (Aglycone Of Hesperidin) diffusion extracellular to periplasm,None,None,None,None,None,['hst_7_glc[e]'],['Hesperetin 7-O-Glucuronide (Aglycone Of Hesperidin)'],[None],None
1583,HST_7_Stex,Hesperetin 7-O-Sulfate diffusion extracellular to periplasm,None,None,None,None,None,['hst_7_s[e]'],['Hesperetin 7-O-Sulfate'],[None],None
1584,HSTtex,Hesperetin diffusion extracellular to periplasm,None,None,None,None,None,['hst[e]'],['Hesperetin'],['COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O'],None
1585,HXPRT,Hypoxanthine Phosphoribosyltransferase (Hypoxanthine),rxn00836,MNXR100752,R01132,R01132,HPT1_1; HXPRT; HXPRTr,"['hxan[c]', 'prpp[c]']","['Hypoxanthine', '5-Phospho-alpha-D-ribose 1-diphosphate']","['C1=NC2=C(N1)C(=O)NC=N2', 'C(C1C(C(C(O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O']","[None, ['2.4.2.8'], ['2.4.2.8']]"
1586,HYD1pp,"hydrogenase (ubiquinone-8: 2 protons), periplasmatic",None,None,None,None,None,"['h2[c]', 'h[c]', 'q8[c]']","['Hydrogen', 'proton', 'Ubiquinone-8']","['[HH]', '[H+]', 'CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']",None
1587,HYD4,hydrogen:ferredoxin oxidoreductase,None,None,None,None,None,['fdxrd[c]'],['Reduced ferredoxin'],[None],1.12.7.2
1588,HYPSUCORNS,putative succinylornthine synthesis (hypothetical reaction),None,None,None,None,None,"['orn[c]', 'succ[c]']","['Ornithine', 'Succinate']","['C(CC(C(=O)O)N)CN', 'C(CC(=O)[O-])C(=O)[O-]']",None
1589,Htex,proton diffusion extracellular to periplasm,rxn08730,None,None,None,Htex,['h[e]'],['proton'],['[H+]'],[None]
1590,IBCOATA,2-methylpropionyl-CoA[acyl-carrier-protein] transferase,rxn05408,MNXR53359,None,None,None,"['ACP[c]', 'ibcoa[c]']","['acyl carrier protein', 'isobutyryl-CoA(4-)']","[None, 'CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O']",2.3.1.180
1591,IBUPGLUC_GLCAASEepp,"ibuprofen acyl glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'ibupgluc[p]']","['Water', 'ibuprofen acyl glucuronide']","['O', 'CC(C)CC1=CC=C(C=C1)C(C)C(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O']",None
1592,IBUPGLUCtex,ibuprofen acyl glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['ibupgluc[e]'],['ibuprofen acyl glucuronide'],['CC(C)CC1=CC=C(C=C1)C(C)C(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O'],None
1593,IBUP_Stex,ibuprofen-S diffusion extracellular to periplasm,None,None,None,None,None,['ibup_S[e]'],['ibuprofen-S'],[None],None
1594,ICDHy,Isocitrate Dehydrogenase (NADP),None,None,None,None,None,"['icit[c]', 'nadp[c]']","['Isocitrate', 'Nicotinamide adenine dinucleotide phosphate']","['C(C(C(C(=O)O)O)C(=O)O)C(=O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N']",1.1.1.42
1595,ICHORS,isochorismate synthase,rxn01258,MNXR3070,None,R01717,ICH or Si; ICHORS; ICHORSi,['chor[c]'],['chorismate'],['C=C(C(=O)O)OC1C=C(C=CC1O)C(=O)O'],"[None, ['5.4.4.2'], ['5.4.4.2']]"
1596,IDOURASE_HS1pp,"Iduronidase, heparin degradation, periplasmatic",None,None,None,None,None,"['h2o[p]', 'hspg_degr_1[p]']","['Water', 'Heparan sulfate degradation product 1']","['O', None]",None
1597,IDOURASE_HS2pp,"Iduronidase, heparin degradation, periplasmatic",None,None,None,None,None,"['h2o[p]', 'hspg_degr_7[p]']","['Water', 'Heparan sulfate degradation product 7']","['O', None]",None
1598,IDOURASE_HS3pp,"Iduronidase, heparin degradation, periplasmatic",None,None,None,None,None,"['h2o[p]', 'hspg_degr_14[p]']","['Water', 'Heparan sulfate degradation product 14']","['O', None]",None
1599,IDOURASEpp,"L-iduronidase, periplasmatic",None,None,None,None,None,"['acgalidour[p]', 'h2o[p]']","['Dimer GalNAc-IdoA', 'Water']","[None, 'O']",None
1600,IDOURtex,L-iduronate diffusion extracellular to periplasm,None,None,None,None,None,['idour[e]'],['L-iduronate'],['C1(C(C(OC(C1O)O)C(=O)O)O)O'],None
1601,IG3PS,Imidazole-glycerol-3-phosphate synthase,rxn03135,MNXR31741,None,R04558,IG3PS,"['gln_L[c]', 'prlp[c]']","['L-glutamine', '5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide']","['C(CC(=O)N)C(C(=O)O)N', 'C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=NCC(=O)C(C(COP(=O)(O)O)O)O)C(=O)N']","[['2.4.2.-', '4.1.3.-', '4.3.2.M2']]"
1602,IGPDH,imidazoleglycerol-phosphate dehydratase,rxn02473,MNXR3090,None,R03457,IGPDH,['eig3p[c]'],['D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate'],['C1=C(NC=N1)C(C(COP(=O)(O)O)O)O'],[['4.2.1.19']]
1603,IGPS,indole-3-glycerol-phosphate synthase,rxn02507,MNXR3091,None,R03508,None,"['2cpr5p[c]', 'h[c]']","['1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate', 'proton']","['C1=CC=C(C(=C1)C(=O)O)NCC(=O)C(C(COP(=O)(O)O)O)O', '[H+]']",4.1.1.48
1604,IHDCOATA,14-methyl-pentadecanoyl-ACP[acyl-carrier-protein] transferase,rxn05456,MNXR53365,None,None,None,"['14mpentdecACP[c]', 'coa[c]']","['14-methyl-pentadecanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']",2.3.1.180
1605,IHPDCOATA,15-methyl-hexa-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05454,MNXR53363,None,None,None,"['15mpalmACP[c]', 'coa[c]']","['15-methyl-hexa-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']",2.3.1.180
1606,ILETA,Isoleucine Transaminase,rxn01575,MNXR96228,R02199,R02199,BAT1_2; BAT2_1; ILETA; ILETAm,"['akg[c]', 'ile_L[c]']","['2-Oxoglutarate', 'L-isoleucine']","['C(CC(=O)O)C(=O)C(=O)O', 'CCC(C)C(C(=O)O)N']","[None, None, ['2.6.1.42'], ['2.6.1.42']]"
1607,IMN_GLC_GLCAASEepp,"Indomethacin Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'imn_glc[p]']","['Water', 'Indomethacin Glucuronide']","['O', 'CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OC4C(C(C(C(O4)C(=O)O)O)O)O']",None
1608,IMN_GLCtex,Indomethacin Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['imn_glc[e]'],['Indomethacin Glucuronide'],['CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OC4C(C(C(C(O4)C(=O)O)O)O)O'],None
1609,IMNtex,Indomethacin diffusion extracellular to periplasm,None,None,None,None,None,['imn[e]'],['Indomethacin'],['CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O'],None
1610,IMPC,IMP Cyclohydrolase,rxn00832,MNXR100783,R01127,R01127,ADE16_2; ADE17_2; IMPC; IMPCir,"['h2o[c]', 'imp[c]']","['Water', 'IMP']","['O', 'C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O']","[None, None, ['2.1.2.3', '3.5.4.10'], ['2.1.2.3', '3.5.4.10']]"
1611,IMPD,IMP Dehydrogenase,rxn00834,MNXR100830,R01130,R01130,FUN63; IMD3; IMD4; IMPD; PUR5; YAR075W,"['h2o[c]', 'imp[c]', 'nad[c]']","['Water', 'IMP', 'Nicotinamide adenine dinucleotide']","['O', 'C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']","[None, None, None, ['1.1.1.205'], None, None]"
1612,INDOLEt2rpp,"Indole transport via proton symport, reversible, periplasmatic",None,None,None,None,None,"['h[p]', 'indole[p]']","['proton', 'Indole']","['[H+]', 'C1=CC=C2C(=C1)C=CN2']",None
1613,INDOLEtex,Indole diffusion extracellular to periplasm,None,None,None,None,None,['indole[e]'],['Indole'],['C1=CC=C2C(=C1)C=CN2'],None
1614,INHINDH,iad[c] amidohydrolase,rxn02222,MNXR81679,None,R03096,AMD2_3; AMID3,"['h2o[c]', 'ind3acam[c]']","['Water', 'Indole-3-acetamide']","['O', 'C1=CC=C2C(=C1)C(=CN2)CC(=O)N']","[None, ['3.5.1.4']]"
1615,INS2D,inositol 2 dehydrogenase,rxn00879,MNXR3109,None,R01183,INS2D,"['inost[c]', 'nad[c]']","['myo-inositol', 'Nicotinamide adenine dinucleotide']","['C1(C(C(C(C(C1O)O)O)O)O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']",[['1.1.1.18']]
1616,INSH,Inosine hydrolase,rxn01299,MNXR69281,None,R01770,INSH; PNS3,"['h2o[c]', 'ins[c]']","['Water', 'Inosine']","['O', 'C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O']","[['3.2.2.1', '3.2.2.2', '3.2.2.8'], ['3.2.2.1', '3.2.2.2', '3.2.2.8']]"
1617,INSt2pp,"Inosine Transport in via Proton Symport, Reversible, periplasmatic",None,None,None,None,None,"['h[p]', 'ins[p]']","['proton', 'Inosine']","['[H+]', 'C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O']",None
1618,INStex,Inosine diffusion extracellular to periplasm,None,None,None,None,None,['ins[e]'],['Inosine'],['C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O'],None
1619,INULINASE,Inulin degradation by beta-2->1-fructanase,None,None,None,None,None,"['h2o[c]', 'inulin[c]']","['Water', 'Chicory inulin']","['O', None]",None
1620,INULINASEepp,"Inulin degradation, extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'inulin[p]']","['Water', 'Chicory inulin']","['O', None]",None
1621,INULINabcpp,"Inulin import through ABC transport system, periplasmatic",None,None,None,None,None,"['atp[c]', 'h2o[c]', 'inulin[p]']","['ATP', 'Water', 'Chicory inulin']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'O', None]",None
1622,INULINtex,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average diffusion extracellular to periplasm",None,None,None,None,None,['inulin[e]'],['Chicory inulin'],[None],None
1623,INV_M1_GLCAASEepp,"Indanyl Glucuronide M1 beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'inv_m1[p]']","['Water', 'Indanyl Glucuronide M1']","['O', None]",None
1624,INV_M1tex,Indanyl Glucuronide M1 diffusion extracellular to periplasm,None,None,None,None,None,['inv_m1[e]'],['Indanyl Glucuronide M1'],[None],None
1625,INVtex,Indinavir diffusion extracellular to periplasm,None,None,None,None,None,['inv[e]'],['Indinavir'],['CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5'],None
1626,IOR2,indolepyruvate ferredoxin oxidoreductase (phenylpyvurate),None,None,None,None,None,"['coa[c]', 'fdxox[c]', 'h[c]', 'phpyr[c]']","['Coenzyme A', 'Oxidized ferredoxin', 'proton', 'keto-phenylpyruvate']","['CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', None, '[H+]', 'C1=CC=C(C=C1)CC(=O)C(=O)[O-]']",1.2.7.8
1627,IOR3,indolepyruvate ferredoxin oxidoreductase (hydroxyphenylpyvurate),None,None,None,None,None,"['34hpp[c]', 'coa[c]', 'fdxox[c]', 'h[c]']","['3-(4-hydroxyphenyl)pyruvate', 'Coenzyme A', 'Oxidized ferredoxin', 'proton']","['C1=CC(=CC=C1CC(=O)C(=O)[O-])O', 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', None, '[H+]']",1.2.7.8
1628,IPDCOATA,13-methyl-tetra-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05453,MNXR53362,None,None,None,"['13mmyrsACP[c]', 'coa[c]']","['13-methyl-tetra-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']",2.3.1.180
1629,IPDDI,Isopentenyl-Diphosphate D-Isomerase,rxn00830,MNXR100796,R01123,R01123,IDI1; IPDDI; IPDDIi,['ipdp[c]'],['Isopentenyl diphosphate'],['CC(=C)CCOP(=O)(O)OP(=O)(O)O'],"[None, ['5.3.3.2'], ['5.3.3.2']]"
1630,IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),rxn08756,MNXR55660,None,R08209,IPDPS,"['h2mb4p[c]', 'h[c]', 'nadh[c]']","['1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","['CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CO', '[H+]', None]",[['1.17.1.2']]
1631,IPDPS2,isopentenyl-diphosphateNAD(P)+ oxidoreductase,rxn04113,MNXR57060,None,R05884,None,"['h2mb4p[c]', 'h[c]', 'nadph[c]']","['1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","['CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CO', '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']",1.17.1.2
1632,IPDPUPT,"di-trans,poly-cis-Decaprenyl-diphosphate:isopentenyl-diphosphate",rxn04308,MNXR79788,None,R06447,IPDPUPT; UDCPDPS,"['ipdp[c]', 'ttc_ggdp[c]']","['Isopentenyl diphosphate', 'trans,trans,cis-Geranylgeranyl diphosphate']","['CC(=C)CCOP(=O)(O)OP(=O)(O)O', 'CC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C']","[None, ['2.5.1', '2.5.1.31', '2.5.1.M1']]"
1633,IPMD2,"(2R,3S)-3-methylmalate:NAD+ oxidoreductase",rxn00735,None,None,R00994,None,"['e3mmal[c]', 'nad[c]']","['D-erythro-3-Methylmalate', 'Nicotinamide adenine dinucleotide']","['CC(C(C(=O)O)O)C(=O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']",None
1634,IPMDr,3-isopropylmalate dehydrogenase (EC 1.1.1.85),rxn03062,MNXR3132,None,R04426,IPMD; IPMDr,"['3c2hmp[c]', 'nad[c]']","['3-Carboxy-2-hydroxy-4-methylpentanoate', 'Nicotinamide adenine dinucleotide']","['CC(C)C(C(C(=O)O)O)C(=O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']","[['1.1.1.85'], ['1.1.1.85']]"
1635,IPPMIa,3-isopropylmalate dehydratase,rxn02789,MNXR3134,None,R03968,IPPMIb; LEU1_2,['3c2hmp[c]'],['3-Carboxy-2-hydroxy-4-methylpentanoate'],['CC(C)C(C(C(=O)O)O)C(=O)O'],"[['4.2.1.33'], None]"
1636,IPPMIb,2-isopropylmalate hydratase,rxn02811,MNXR3133,None,R04001,IPPMIa,"['2ippm[c]', 'h2o[c]']","['2-Isopropylmaleate', 'Water']","['CC(C)C(=CC(=O)O)C(=O)O', 'O']",[['4.2.1.33']]
1637,IPPS,2-isopropylmalate synthase,None,None,None,None,None,"['3mob[c]', 'accoa[c]', 'h2o[c]']","['3-methyl-2-oxobutanoate', 'Acetyl-CoA', 'Water']","['CC(C)C(=O)C(=O)O', 'CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', 'O']",4.1.3.12
1638,IS2TASE_HS1pp,"Iduronate 2-sulfatase, heparin degradation, periplasmatic",None,None,None,None,None,"['h2o[p]', 'hspg_degr_2[p]']","['Water', 'Heparan sulfate degradation product 2']","['O', None]",None
1639,IS2TASEpp,"Iduronate 2-sulfatase, periplasmatic",None,None,None,None,None,"['acgalidour2s[p]', 'h2o[p]']","['Dimer GalNAc-IdoA2S', 'Water']","[None, 'O']",None
1640,ISOBUTt2rpp,"Isobutyrate transport via proton symport, periplasmatic",None,None,None,None,None,"['h[p]', 'isobut[p]']","['proton', 'Isobutyrate, 2-Methylpropanoate']","['[H+]', None]",None
1641,ISOBUTtex,"Isobutyrate, 2-Methylpropanoate diffusion extracellular to periplasm",None,None,None,None,None,['isobut[e]'],"['Isobutyrate, 2-Methylpropanoate']",[None],None
1642,ISOCAPRt2rpp,"Isocaproate transport via proton symport, periplasmatic",None,None,None,None,None,"['h[p]', 'isocapr[p]']","['proton', 'Isocaproate']","['[H+]', 'CC(C)CCC(=O)[O-]']",None
1643,ISOCAPRtex,Isocaproate diffusion extracellular to periplasm,None,None,None,None,None,['isocapr[e]'],['Isocaproate'],['CC(C)CCC(=O)[O-]'],None
1644,ISOSORBIDE_5MN_GLC_GLCAASEepp,"Isosorbide 5-Mononitrate 2-Beta-D-Glucuronide beta-glucuronidase  extracellular, periplasmatic",None,None,None,None,None,"['h2o[p]', 'isosorbide_5mn_glc[p]']","['Water', 'Isosorbide 5-Mononitrate 2-Beta-D-Glucuronide']","['O', 'C1C(C2C(O1)C(CO2)O[N+](=O)[O-])OC3C(C(C(C(O3)C(=O)O)O)O)O']",None
1645,ISOSORBIDE_5MN_GLCtex,Isosorbide 5-Mononitrate 2-Beta-D-Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['isosorbide_5mn_glc[e]'],['Isosorbide 5-Mononitrate 2-Beta-D-Glucuronide'],['C1C(C2C(O1)C(CO2)O[N+](=O)[O-])OC3C(C(C(C(O3)C(=O)O)O)O)O'],None
1646,ISOSORBIDE_5MNtex,Isosorbide 5-Mononitrate  diffusion extracellular to periplasm,None,None,None,None,None,['isosorbide_5mn[e]'],['Isosorbide 5-Mononitrate'],['C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O'],None
1647,ISOVALt2rpp,"Isovalerate transport via proton symport, periplasmatic",None,None,None,None,None,"['h[p]', 'isoval[p]']","['proton', 'Isovalerate, 3-Methylbutanoate']","['[H+]', None]",None
1648,ISOVALtex,"Isovalerate, 3-Methylbutanoate diffusion extracellular to periplasm",None,None,None,None,None,['isoval[e]'],"['Isovalerate, 3-Methylbutanoate']",[None],None
1649,ITDCOATA,12-methyl-tridecanoyl-ACP[acyl-carrier-protein] transferase,rxn05455,MNXR53364,None,None,None,"['12mtridecACP[c]', 'coa[c]']","['12-methyl-tridecanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']",2.3.1.180
