organism,kingdom,phylum,class,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,platform,species,file,ncbiid,kbaseid,seedid,taxa_id,imgid,phenotype,id,summary_rank
Dialister invisus DSM 15470,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Obligate anaerobe,Fermentative,Negative,Commensal,500.0,964.0,788.0,Laura Kutt,04/18/16,ModelSEED,invisus,invisus.json,592028.0,kb|g.2571,Dialister invisus DSM 15470 (592028.3),218538.0,,,invisus,species
Mitsuokella jalaludinii DSM 13811,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Obligate anaerobe,"Saccharolytic, fermentative",Negative,,677.0,1215.0,904.0,Laura Kutt,04/18/16,Kbase,jalaludinii,jalaludinii.json,1410665.0,kb|g.241944,,187979.0,2561511231.0,,jalaludinii,species
Aeromonas jandaei Riv2,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Facultative anaerobe,"Saccharolytic, fermentative",Negative,,988.0,1511.0,1090.0,Laura Kutt,04/18/16,Kbase,jandaei,jandaei.json,1458276.0,kb|g.239699,,650.0,2609460199.0,,jandaei,species
Bradyrhizobium japonicum USDA 6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Bradyrhizobium,Obligate aerobe,Respiratory,Negative,,1700.0,1634.0,1220.0,,,Kbase,japonicum,japonicum.json,1037409.0,kb|g.23376,Bradyrhizobium japonicum USDA 6 (1037409.3),375.0,,,japonicum,species
,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Microaerophile,"Strictly respiratory, asaccharolytic, only amino acids and TCA cycle intermediates used",Negative,Pathogen,,,,Eugen Bauer,,,jejuni,jejuni.json,,,,197.0,,,jejuni,species
,Bacteria,,,,,,Facultative anaerobe,,Positive,,,,,,,,jensenii,jensenii.json,,,Lactobacillus jensenii 1153 (440497.10),,,,jensenii,species
,Bacteria,,,,,,,,,,,,,,,,johnsonii,johnsonii.json,,kb|g.2448,,,,,johnsonii,species
Acinetobacter junii SH205,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Aerobe,"Strictly respiratory, amino acids utilized",Negative,Opportunistic pathogen,753.0,1295.0,951.0,Ines Thiele,06/29/12,ModelSEED,junii,junii.json,575587.0,,Acinetobacter junii SH205 (575587.3),40215.0,646206269.0,5.0,junii,species
Bifidobacterium kashiwanohense DSM 21854,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,559.0,1137.0,897.0,chenry,04/15/16,Kbase,kashiwanohense,kashiwanohense.json,1150460.0,kb|g.239945,,630129.0,2597490256.0,,kashiwanohense,species
Citrobacter koseri ATCC BAA-895,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,Facultative anaerobe,"Fermentative or respiratory, citrate and a variety of other compounds used",Negative,Opportunistic pathogen,1234.0,1742.0,1138.0,Eugen Bauer,09/03/14,ModelSEED,koseri,koseri.json,290338.0,,Citrobacter koseri ATCC BAA-895 (290338.8),545.0,640753015.0,3.0,koseri,species
Yersinia kristensenii ATCC 33638,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Aerobe,Respiratory,Negative,,1392.0,1710.0,1188.0,Laura Kutt,05/29/16,Kbase,kristensenii,kristensenii.json,527012.0,kb|g.2094,Yersinia kristensenii ATCC 33638 (527012.3),28152.0,645058790.0,,kristensenii,species
Corynebacterium kroppenstedtii DSM 44385,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Facultative anaerobe,Saccharolytic,Positive,Pathogen,683.0,1272.0,1004.0,chenry,04/15/16,ModelSEED,kroppenstedtii,kroppenstedtii.json,645127.0,kb|g.2752,Corynebacterium kroppenstedtii DSM 44385 (645127.4),161879.0,643692019.0,,kroppenstedtii,species
Peptoniphilus lacrimalis DSM 7455,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Obligate anaerobe,"Aaccharolytic, peptone and oligopeptides as main energy source",Positive,,486.0,1069.0,857.0,Laura Kutt,04/18/16,Kbase,lacrimalis,lacrimalis.json,1122949.0,kb|g.29655,Peptoniphilus lacrimalis DSM 7455 (1122949.3),33031.0,,,lacrimalis,species
Ruminococcus lactaris ATCC 29176,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,608.0,2046.0,1255.0,Ines Thiele,04/20/12,Kbase,lactaris,lactaris.json,471875.0,,Ruminococcus lactaris ATCC 29176 (471875.6),46228.0,642791604.0,1.0,lactaris,species
,Bacteria,Firmicutes,Bacilli,,,,,,,,,,,,,Kbase,lactis,lactis.json,,,,,,,lactis,species
Odoribacter laneus YIT 12061,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Odoribacter,Obligate anaerobe,"Asaccharolytic, Fermentative",Negative,Commensal,788.0,2304.0,1363.0,chenry,04/15/16,ModelSEED,laneus,laneus.json,742817.0,kb|g.27487,Odoribacter laneus YIT 12061 (742817.3),626933.0,2513237280.0,,laneus,species
Campylobacter lari RM2100,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Microaerophile,"Non-fermentative, asaccharolytic",Negative,,518.0,1016.0,818.0,Laura Kutt,04/18/16,Kbase,lari,lari.json,306263.0,kb|g.726,Campylobacter lari RM2100 (306263.1),201.0,643692014.0,,lari,species
,Bacteria,,,,,,,,,,,,,,,,lenta,lenta.json,,,Eggerthella lenta DSM 2243 (479437.5),,,,lenta,species
Cellulosilyticum lentocellum DSM 5427,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,Obligate anaerobe,"Saccharolytic, fermentative",Negative,,778.0,1239.0,948.0,Laura Kutt,04/18/16,ModelSEED,lentocellum,lentocellum.json,642492.0,kb|g.2732,,29360.0,,,lentocellum,species
Clostridium leptum DSM 753,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Obligate anaerobe,Few carbohydrates weakly fermented,Positive,Commensal,605.0,1931.0,1213.0,Ines Thiele,08/06/12,Kbase,leptum,leptum.json,428125.0,,Clostridium leptum DSM 753 (428125.8),,641380427.0,1.0,leptum,species
Bacillus licheniformis ATCC 14580,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Facultative anaerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1121.0,1668.0,1175.0,,,Kbase,licheniformis,licheniformis.json,279010.0,kb|g.649,Bacillus licheniformis ATCC 14580 (279010.13),1402.0,,,licheniformis,species
Eubacterium limosum KIST612,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,887.0,1339.0,1026.0,Laura Kutt,04/18/16,Kbase,limosum,limosum.json,903814.0,kb|g.3647,Eubacterium limosum KIST612 (903814.3),1736.0,649633044.0,,limosum,species
Brevibacterium linens BL2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium,Aerobe,"Respiratory, non fermentative",Positive,Opportunistic pathogen,976.0,1373.0,1068.0,chenry,04/15/16,ModelSEED,linens,linens.json,321955.0,kb|g.878,Brevibacterium linens BL2 (321955.3),1703.0,638341022.0,,linens,species
Spirosoma linguale DSM 74,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Aerobe,Saccharolytic,Negative,,1048.0,1475.0,1152.0,,,ModelSEED,linguale,linguale.json,504472.0,kb|g.1845,Spirosoma linguale DSM 74 (504472.7),108.0,,,linguale,species
Serratia liquefaciens ATCC 27592,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Facultative anaerobe,"Fermentative, respiratory",Negative,,1319.0,1816.0,1249.0,Laura Kutt,04/18/16,Kbase,liquefaciens,liquefaciens.json,1346614.0,kb|g.210587,,614.0,2563366574.0,,liquefaciens,species
Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,548.0,1037.0,850.0,Laura Kutt,04/17/16,Kbase,loescheii,loescheii.json,1122985.0,kb|g.29664,Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930 (1122985.3),840.0,,,loescheii,species
Dorea longicatena DSM 13814,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,697.0,1536.0,1131.0,Ines Thiele,06/29/12,ModelSEED,longicatena,longicatena.json,411462.0,,Dorea longicatena DSM 13814 (411462.6),88431.0,640963046.0,3.0,longicatena,species
,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,,,,,,,longum,longum.json,,,,216816.0,,,longum,species
Mesorhizobium loti MAFF303099,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Aerobe,Respiratory,Negative,,1440.0,1680.0,1212.0,,,ModelSEED,loti,loti.json,266835.0,kb|g.571,Mesorhizobium loti MAFF303099 (266835.9),381.0,,,loti,species
Staphylococcus lugdunensis HKU09-01,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Pathogen,841.0,1389.0,1032.0,Laura Kutt,04/18/16,Kbase,lugdunensis,lugdunensis.json,698737.0,kb|g.3016,Staphylococcus lugdunensis HKU09-01 (698737.3),28035.0,646564572.0,,lugdunensis,species
Methanomassiliicoccus luminyensis B10,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,Obligate anaerobe,Utilizes methanol,Positive,,493.0,1001.0,831.0,Laura Kutt,04/19/16,Kbase,luminyensis,luminyensis.json,1175296.0,kb|g.223963,,1080712.0,2518645582.0,,luminyensis,species
Rudanella lutea DSM 19387,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rudanella,Aerobe,"Respiratory, non fermentative",Negative,,960.0,1341.0,1106.0,,,Kbase,lutea,lutea.json,1089547.0,kb|g.29244,Rudanella lutea DSM 19387 (1089547.3),451374.0,,,lutea,species
Streptococcus lutetiensis 033,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,586.0,1164.0,888.0,Laura Kutt,04/18/16,ModelSEED,lutetiensis,lutetiensis.json,1076934.0,kb|g.206799,,150055.0,2554235351.0,,lutetiensis,species
Micrococcus luteus NCTC 2665,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus,Obligate aerobe,"Saccharolytic, respiratory",Positive,Opportunistic pathogen,686.0,1194.0,951.0,chenry,04/15/16,Kbase,luteus,luteus.json,465515.0,kb|g.1629,Micrococcus luteus NCTC 2665 (465515.4),1270.0,644736390.0,,luteus,species
Acinetobacter lwoffii WJ10621,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Aerobe,Respiratory,Negative,,798.0,1356.0,1024.0,Laura Kutt,04/18/16,ModelSEED,lwoffii,lwoffii.json,1046625.0,kb|g.23426,Acinetobacter lwoffii WJ10621 (1046625.3),28090.0,2547132098.0,,lwoffii,species
Neisseria macacae ATCC 33926,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Facultative anaerobe,"Saccharolytic, non-fermentative",Negative,,633.0,1192.0,926.0,Laura Kutt,04/18/16,Kbase,macacae,macacae.json,997348.0,kb|g.28897,,496.0,651324075.0,,macacae,species
Finegoldia magna ATCC 29328,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,Obligate anaerobe,"Asaccharolytic, peptone and amino acid converted to acetate",Positive,,453.0,900.0,730.0,Laura Kutt,04/18/16,Kbase,magna,magna.json,334413.0,kb|g.927,Finegoldia magna ATCC 29328 (334413.6),1260.0,641522627.0,,magna,species
Stenotrophomonas maltophilia D457,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Obligate anaerobe,Asaccharolytic,Negative,,904.0,1377.0,1077.0,Laura Kutt,04/19/16,Kbase,maltophilia,maltophilia.json,1163399.0,kb|g.25005,Stenotrophomonas maltophilia D457 (1163399.5),40324.0,2513237183.0,,maltophilia,species
Serratia marcescens Db11,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Facultative anaerobe,"fermentative, respiratory",Negative,,1335.0,1839.0,1232.0,,,Kbase,marcescens,marcescens.json,273526.0,kb|g.245248,Serratia marcescens Db11 (615.1),615.0,,,marcescens,species
Brevibacterium massiliense 5401308,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium,Aerobe,"Respiratory, non fermentative",Positive,Commensal,687.0,1232.0,982.0,chenry,04/15/16,ModelSEED,massiliense,massiliense.json,1176165.0,kb|g.25151,Brevibacterium massiliense 5401308 (1176165.3),479117.0,2548877016.0,,massiliense,species
,Bacteria,,,,,,,,,,,,,,,,massiliensis,massiliensis.json,,,Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 (1121098.3),,,,massiliensis,species
Aeromonas media WS,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Facultative anaerobe,"Saccharolytic, fermentative",Negative,,1013.0,1543.0,1125.0,Laura Kutt,04/18/16,Kbase,media,media.json,1208104.0,kb|g.239700,,651.0,,,media,species
Bacillus megaterium DSM319,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1324.0,1708.0,1208.0,,,Kbase,megaterium,megaterium.json,592022.0,kb|g.2568,Bacillus megaterium DSM319 (592022.4),1404.0,,,megaterium,species
Prevotella melaninogenica ATCC 25845,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,541.0,1022.0,834.0,Laura Kutt,04/17/16,Kbase,melaninogenica,melaninogenica.json,553174.0,kb|g.2241,Prevotella melaninogenica ATCC 25845 (553174.3),28132.0,648028051.0,,melaninogenica,species
Parabacteroides merdae ATCC 43184,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,732.0,2474.0,1396.0,Ines Thiele,04/20/12,ModelSEED,merdae,merdae.json,411477.0,,Parabacteroides merdae ATCC 43184 (411477.4),46503.0,640963016.0,1.0,merdae,species
Leuconostoc mesenteroides subsp. cremoris ATCC 19254,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Probiotic,563.0,1280.0,979.0,Ines Thiele,06/25/12,Kbase,mesenteroides,mesenteroides.json,586220.0,,Leuconostoc mesenteroides subsp. cremoris ATCC 19254 (586220.3),1245.0,643886109.0,1.0,mesenteroides,species
Methylobacterium mesophilicum SR1.6/6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Aerobe,Respiratory,Negative,,1329.0,1619.0,1191.0,Laura Kutt,04/18/16,ModelSEED,mesophilicum,mesophilicum.json,908290.0,kb|g.32388,Methylobacterium mesophilicum SR1.6/6 (908290.3),39956.0,2531839201.0,,mesophilicum,species
Clostridium methoxybenzovorans SR3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Obligate anaerobe,"Saccharolytic, fermentative, utilizes methoxybenzoic acid",Positive,,1489.0,1432.0,1093.0,Laura Kutt,04/18/16,ModelSEED,methoxybenzovorans,methoxybenzovorans.json,1286820.0,kb|g.209093,,81424.0,2526164529.0,,methoxybenzovorans,species
"Clostridium methylpentosum R2, DSM 5476",Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Obligate anaerobe,"Ferments only L-rhamnose, L-fucose, L-lyxose, and D-arabinose",Positive,Commensal,509.0,1401.0,1052.0,Ines Thiele,04/20/12,ModelSEED,methylpentosum,methylpentosum.json,84026.0,,Clostridium methylpentosum DSM 5476 (537013.3),,643886206.0,1.0,methylpentosum,species
Parvimonas micra ATCC 33270,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Parvimonas,Obligate anaerobe,"Asaccharolytic, proteolytic, fermentative",Positive,Commensal,375.0,726.0,636.0,Ines Thiele,06/25/12,ModelSEED,micra,micra.json,411465.0,,Parvimonas micra ATCC 33270 (411465.10),33033.0,641380421.0,4.0,micra,species
Vibrio mimicus MB-451,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Facultative anaerobe,"Saccharolytic, fermentative",Positive,,1012.0,1544.0,1098.0,Laura Kutt,04/19/16,Kbase,mimicus,mimicus.json,675806.0,kb|g.2920,Vibrio mimicus MB-451 (675806.3),674.0,647000340.0,,mimicus,species
Atopobium minutum 10063974,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,468.0,1007.0,807.0,chenry,04/15/16,Kbase,minutum,minutum.json,997872.0,kb|g.32451,Atopobium minutum 10063974 (997872.3),1381.0,2531839302.0,,minutum,species
,Bacteria,Proteobacteria,,,,,Facultative anaerobe,,Negative,,,,,Laura Kutt,04/18/16,,mirabilis,mirabilis.json,,,,,,,mirabilis,species
Streptococcus mitis NCTC 12261,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,614.0,1122.0,836.0,Laura Kutt,04/18/16,ModelSEED,mitis,mitis.json,246201.0,kb|g.510,Streptococcus mitis NCTC 12261 (246201.1),28037.0,,,mitis,species
Catenibacterium mitsuokai DSM 15897,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,602.0,983.0,830.0,Ines Thiele,04/20/12,ModelSEED,mitsuokai,mitsuokai.json,451640.0,,Catenibacterium mitsuokai DSM 15897 (451640.5),100886.0,643886110.0,3.0,mitsuokai,species
Bacillus mojavensis RO-H-1 = KCTC3706,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Aerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1171.0,1733.0,1211.0,Laura Kutt,04/17/16,Kbase,mojavensis,mojavensis.json,1051501.0,kb|g.206745,Bacillus mojavensis RO-H-1 (1051501.3),72360.0,,,mojavensis,species
Bifidobacterium mongoliense DSM 21395,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,552.0,1179.0,930.0,chenry,04/15/16,ModelSEED,mongoliense,mongoliense.json,1437603.0,kb|g.239961,,518643.0,2597489915.0,,mongoliense,species
,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Pathogen,,,,Eugen Bauer,08/03/14,,monocytogenes,monocytogenes.json,,,,1639.0,,,monocytogenes,species
,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Aerobe,Respiratory,Negative,,,,,Laura Kutt,04/19/16,ModelSEED,monteilii,monteilii.json,,,,76759.0,,,monteilii,species
,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,,,,Laura Kutt,,ModelSEED,moorei,moorei.json,,,,102148.0,,,moorei,species
Gemella morbillorum M424,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales Incertae Sedis XI,Gemella,Facultative anaerobe,"Saccharolytic, fermentative",Positive,,483.0,941.0,744.0,Laura Kutt,04/17/16,ModelSEED,morbillorum,morbillorum.json,562982.0,kb|g.2334,Gemella moribillum M424 (562982.3),29391.0,,,morbillorum,species
Morganella morganii subsp. morganii KT,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella,Facultative anaerobe,"Fermentative, respiratory",Negative,,1070.0,1577.0,1132.0,Laura Kutt,04/18/16,Kbase,morganii,morganii.json,1124991.0,kb|g.24411,Morganella morganii subsp. morganii KT (1124991.3),582.0,,,morganii,species
Halococcus morrhuae DSM1307,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halococcus,Aerobe,Saccharolytic,Negative,,646.0,1131.0,958.0,Laura Kutt,04/19/16,Kbase,morrhuae,morrhuae.json,931277.0,kb|g.224181,,2250.0,2531839093.0,,morrhuae,species
Fusobacterium mortiferum ATCC 9817,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Obligate anaerobe,"Saccharolytic, proteolytic, fermentative",Negative,Commensal,727.0,1717.0,1201.0,Ines Thiele,09/06/12,ModelSEED,mortiferum,mortiferum.json,469616.0,,Fusobacterium mortiferum ATCC 9817 (469616.3),850.0,646206254.0,1.0,mortiferum,species
Rothia mucilaginosa DY-18,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,Microaerophile,Fermentative,Positive,Opportunistic pathogen,548.0,1068.0,844.0,chenry,04/15/16,Kbase,mucilaginosa,mucilaginosa.json,680646.0,kb|g.2950,Rothia mucilaginosa DY-18 (680646.3),43675.0,646311951.0,,mucilaginosa,species
Akkermansia muciniphila ATCC BAA-835,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,643.0,2274.0,1275.0,Eugen Bauer,08/03/14,Kbase,muciniphila,muciniphila.json,349741.0,,Akkermansia muciniphila ATCC BAA-835 (349741.6),239935.0,642555104.0,4.0,muciniphila,species
,Bacteria,Proteobacteria,,,,,Facultative anaerobe,"Saccharolytic, non-fermentative",Negative,,,,,Laura Kutt,04/18/16,ModelSEED,mucosa,mucosa.json,,,Neisseria mucosa ATCC 25996 (546266.6),,2562617186.0,,mucosa,species
Lactobacillus mucosae LM1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Facultative anaerobe,"Saccharolytic, fermentative or respiratory",Positive,,583.0,1091.0,853.0,Laura Kutt,04/18/16,Kbase,mucosae,mucosae.json,1130798.0,kb|g.24465,Lactobacillus mucosae LM1 (1130798.3),97478.0,2513237302.0,,mucosae,species
Mitsuokella multacida DSM 20544,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Mitsuokella,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,698.0,1750.0,1184.0,Ines Thiele,06/25/12,Kbase,multacida,multacida.json,500635.0,,Mitsuokella multacida DSM 20544 (500635.8),52226.0,2562617158.0,5.0,multacida,species
Lachnospira multipara ATCC 19207,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,554.0,1163.0,931.0,Laura Kutt,04/19/16,Kbase,multipara,multipara.json,1282887.0,kb|g.209041,,28051.0,,,multipara,species
Streptococcus mutans ATCC 25175,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Commensal,624.0,1269.0,931.0,Laura Kutt,04/18/16,ModelSEED,mutans,mutans.json,1257041.0,kb|g.31498,Streptococcus mutans ATCC 25175 (1257041.3),1309.0,2534682100.0,,mutans,species
Bacillus mycoides  DSM 2048,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Facultative anaerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1216.0,1611.0,1180.0,Laura Kutt,04/17/16,Kbase,mycoides,mycoides.json,526997.0,kb|g.2087,Bacillus mycoides DSM 2048 (526997.3),1405.0,,,mycoides,species
Actinomyces naeslundii str. Howell 279,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,668.0,1203.0,959.0,chenry,04/15/16,Kbase,naeslundii,naeslundii.json,1115803.0,kb|g.24325,,1655.0,2531839542.0,,naeslundii,species
Prevotella nanceiensis DSM 19126,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,498.0,994.0,827.0,Laura Kutt,04/17/16,Kbase,nanceiensis,nanceiensis.json,1122988.0,kb|g.29667,Prevotella nanceiensis DSM 19126 (1122988.3),425941.0,,,nanceiensis,species
Bacillus nealsonii AAU1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Facultative anaerobe,Respiration or fermentation of carbohydrates and central metabolism intermediates,Positive,,1131.0,1568.0,1144.0,Laura Kutt,04/17/16,Kbase,nealsonii,nealsonii.json,1202533.0,kb|g.31084,,115979.0,2541047554.0,,nealsonii,species
Fusobacterium necrophorum D12,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Obligate anaerobe,"Saccharolytic, proteolytic, fermentative",Negative,Pathogen,601.0,1053.0,843.0,Ines Thiele,09/06/12,ModelSEED,necrophorum,necrophorum.json,556263.0,,Fusobacterium sp. D12 (556263.3),859.0,2562617180.0,1.0,necrophorum,species
Clostridium nexile DSM 1787,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,646.0,2135.0,1210.0,Ines Thiele,04/20/12,ModelSEED,nexile,nexile.json,500632.0,,Clostridium nexile DSM 1787 (500632.7),,642979369.0,1.0,nexile,species
Prevotella nigrescens ATCC 33563,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,489.0,964.0,818.0,Laura Kutt,04/17/16,Kbase,nigrescens,nigrescens.json,997352.0,kb|g.28899,Prevotella nigrescens ATCC 33563 (997352.4),28133.0,651324089.0,,nigrescens,species
