,Reaction,Name,ModelSEED_id,MetaNetX,KEGG_id,ecNumber,BIGG_id,Substrates,KEGG_id2,Substrate Name,Substrate SMILE
1942,GLCabcpp,"D-glucose transport via ABC system, periplasmatic",None,None,None,None,None,"['atp[c]', 'glc_D[p]', 'h2o[c]']",None,"['ATP', 'D-glucose', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C1C(C(C(C(O1)O)O)O)O)O', 'O']"
1943,GLCptspp,"D-glucose transport via PEP:Pyr PTS, periplasmatic",None,None,None,None,None,"['glc_D[p]', 'pep[c]']",None,"['D-glucose', 'Phosphoenolpyruvate']","['C(C1C(C(C(C(O1)O)O)O)O)O', 'C=C(C(=O)O)OP(=O)(O)O']"
1944,GLCt2pp,"D-glucose transport in via proton symport, periplasmatic",None,None,None,None,None,"['glc_D[p]', 'h[p]']",None,"['D-glucose', 'proton']","['C(C1C(C(C(C(O1)O)O)O)O)O', '[H+]']"
1945,GLGC,glucose-1-phosphate adenylyltransferase,rxn00695,MNXR33815,None,2.7.7.27,GLGC; GLGCr,"['atp[c]', 'g1p[c]', 'h[c]']",R00948,"['ATP', 'D-Glucose 1-phosphate', 'proton']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O', '[H+]']"
1946,GLHAH,"D-Galactono-1,4-lactone hydroxyacylhydrolase",rxn02174,None,None,None,None,"['ggalctnlctn[c]', 'h2o[c]']",R03034,"['gamma-D-Galactonolactone', 'Water']","['C(C(C1C(C(C(=O)O1)O)O)O)O', 'O']"
1947,GLNS,Glutamine Synthetase,rxn00187,MNXR100024,R00253,6.3.1.2,GLN1; GLNS; GLNS_i,"['atp[c]', 'glu_L[c]', 'nh4[c]']",R00253,"['ATP', 'L-glutamate', 'Ammonium']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(=O)O)C(C(=O)O)N', '[NH4+]']"
1948,GLNSP1,glutamine synthetase (uaaAgld),rxn03406,MNXR83019,None,6.3.1.2,GLNSP1,"['atp[c]', 'nh4[c]', 'uaaAgla[c]']",None,"['ATP', 'Ammonium', 'Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', '[NH4+]', None]"
1949,GLNSP2,glutamine synthetase (uaaGgla),rxn03407,MNXR83020,None,6.3.1.2,GLNSP2,"['atp[c]', 'nh4[c]', 'uaaGgla[c]']",R05030,"['ATP', 'Ammonium', 'Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', '[NH4+]', 'CC(C(=O)NC(CCC(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(C)C(=O)O)C(=O)O)NC(=O)C(C)OC1C(C(OC(C1OC2C(C(C(C(O2)CO)O)O)NC(=O)C)CO)OP(=O)(O)OP(=O)(O)OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)NC(=O)C']"
1950,GLNSP3,glutamine synthetase (uaagmda),rxn03409,MNXR83021,None,6.3.1.2,GLNSP3,"['atp[c]', 'nh4[c]', 'uaagmda[c]']",None,"['ATP', 'Ammonium', 'Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', '[NH4+]', None]"
1951,GLN_Ltex,L-glutamine diffusion extracellular to periplasm,rxn08625,None,None,None,GLNtex,['gln_L[e]'],None,['L-glutamine'],['C(CC(=O)N)C(C(=O)O)N']
1952,GLNabcpp,"L-glutamine transport via ABC system, periplasmatic",None,None,None,None,None,"['atp[c]', 'gln_L[p]', 'h2o[c]']",None,"['ATP', 'L-glutamine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(=O)N)C(C(=O)O)N', 'O']"
1953,GLNt2rpp,"L-glutamine reversible transport via proton symport, periplasmatic",None,None,None,None,None,"['gln_L[p]', 'h[p]']",None,"['L-glutamine', 'proton']","['C(CC(=O)N)C(C(=O)O)N', '[H+]']"
1954,GLRNTPT,ATP:D-galacturonate 1-phosphotransferase,rxn01455,None,None,None,None,"['atp[c]', 'galur[c]']",R01980,"['ATP', 'D-Galacturonate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1(C(C(OC(C1O)O)C(=O)O)O)O']"
1955,GLTMN_GLC_GLCAASE,Galantamine Glucuronide beta-glucuronidase,None,None,None,None,None,"['gltmn_glc[c]', 'h2o[c]']",None,"['Galantamine Glucuronide', 'Water']","[None, 'O']"
1956,GLTMN_GLCt2pp,"Glucuronate transport in via proton symport Galantamine Glucuronide, periplasmatic",None,None,None,None,None,"['gltmn_glc[p]', 'h[p]']",None,"['Galantamine Glucuronide', 'proton']","[None, '[H+]']"
1957,GLTMN_GLCtex,Galantamine Glucuronide diffusion extracellular to periplasm,None,None,None,None,None,['gltmn_glc[e]'],None,['Galantamine Glucuronide'],[None]
1958,GLTMNtepp,"beta-glucuronidase reaction product export Galantamine, periplasmatic",None,None,None,None,None,['gltmn[c]'],None,['Galantamine'],['CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O']
1959,GLTMNtex,Galantamine diffusion extracellular to periplasm,None,None,None,None,None,['gltmn[e]'],None,['Galantamine'],['CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O']
1960,GLU5K,glutamate 5-kinase,rxn00179,MNXR32778,None,2.7.2.11,GLU5K,"['atp[c]', 'glu_L[c]']",R00239,"['ATP', 'L-glutamate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(=O)O)C(C(=O)O)N']"
1961,GLUABUTt7pp,"4-aminobutyrate/glutamate antiport, periplasmatic",None,None,None,None,None,"['4abut[c]', 'glu_L[p]']",None,"['4-Aminobutanoate', 'L-glutamate']","['C(CC(=O)O)CN', 'C(CC(=O)O)C(C(=O)O)N']"
1962,GLUCYS,Gamma-Glutamylcysteine Synthetase,rxn00646,MNXR100074,R00894,6.3.2.2,GLUCYS; GLUCYSL; GSH1,"['atp[c]', 'cys_L[c]', 'glu_L[c]']",R00894,"['ATP', 'L-cysteine', 'L-glutamate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(=O)O)N)S', 'C(CC(=O)O)C(C(=O)O)N']"
1963,GLUDC,Glutamate Decarboxylase,rxn00194,MNXR95942,R00261,4.1.1.15,GAD1; GLUDC,"['glu_L[c]', 'h[c]']",R00261,"['L-glutamate', 'proton']","['C(CC(=O)O)C(C(=O)O)N', '[H+]']"
1964,GLUFORT,Glutamate formiminotransferase (EC 2.1.2.5) @ Glutamate formyltransferase,rxn01641,MNXR32839,None,2.1.2.5,None,"['5forthf[c]', 'glu_L[c]']",R02287,"['5-Formiminotetrahydrofolate', 'L-glutamate']","['C1C(N(C2=C(N1)N=C(NC2=O)N)C=N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O', 'C(CC(=O)O)C(C(=O)O)N']"
1965,GLUHL,D-Glutamate hydro-lyase (cyclizing),rxn01157,None,None,None,None,['glu_D[c]'],R01583,['D-Glutamate'],['C(CC(=O)O)C(C(=O)O)N']
1966,GLUN,glutaminase,rxn00189,MNXR100030,R00256,"1.4.1.13, 1.4.7.1, 3.5.1.2, 3.5.1.38, 4.3.3.6, 6.3.4.2, 6.3.5.2, 6.3.5.4, 6.3.5.5",GLUN; GLUNpp; U42; U43,"['gln_L[c]', 'h2o[c]']",R00256,"['L-glutamine', 'Water']","['C(CC(=O)N)C(C(=O)O)N', 'O']"
1967,GLUOX,L-Glutamate:NADP+ oxidoreductase (transaminating),rxn00085,MNXR31609,None,1.4.1.13,GLUSy,"['glu_L[c]', 'nadp[c]']",R00114,"['L-glutamate', 'Nicotinamide adenine dinucleotide phosphate']","['C(CC(=O)O)C(C(=O)O)N', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N']"
1968,GLUPRT,Glutamine Phosphoribosyldiphosphate Amidotransferase,rxn00790,MNXR100287,R01072,2.4.2.14,ADE4; GLUPRT,"['gln_L[c]', 'h2o[c]', 'prpp[c]']",R01072,"['L-glutamine', 'Water', '5-Phospho-alpha-D-ribose 1-diphosphate']","['C(CC(=O)N)C(C(=O)O)N', 'O', 'C(C1C(C(C(O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O']"
1969,GLUR,glutamate racemase,rxn00193,MNXR31606,None,5.1.1.3,GLUR,['glu_D[c]'],R00260,['D-Glutamate'],['C(CC(=O)O)C(C(=O)O)N']
1970,GLUSx,glutamate synthase (NADH2),rxn00069,MNXR31608,None,1.4.1.13,GLT1; GLUSx,"['akg[c]', 'gln_L[c]', 'h[c]', 'nadh[c]']",R00093,"['2-Oxoglutarate', 'L-glutamine', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","['C(CC(=O)O)C(=O)C(=O)O', 'C(CC(=O)N)C(C(=O)O)N', '[H+]', None]"
1971,GLUTCOADH2,glutaryl-CoA dehydrogenase,rxn01802,MNXR83034,None,1.3.8.6,GLTCOAD; GLUTCOADHc,"['fad[c]', 'glutcoa[c]', 'h[c]']",R02487,"['Flavin adenine dinucleotide oxidized', 'glutaryl-CoA(5-)', 'proton']","[None, 'CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)[O-])O', '[H+]']"
1972,GLUTRR,glutamyl-tRNA reductase,rxn06591,MNXR48203,None,1.2.1.70,GLUTRR,"['glutrna[c]', 'h[c]', 'nadph[c]']",R04109,"['L-Glutamyl-tRNA(Glu)', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
1973,GLUTRS,Glutamyl-tRNA synthetase,rxn06937,MNXR48752,None,6.1.1.17,GLUTRS; GLUTRSm,"['atp[c]', 'glu_L[c]', 'trnaglu[c]']",R05578,"['ATP', 'L-glutamate', 'tRNA (Glu)']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(=O)O)C(C(=O)O)N', None]"
1974,GLU_Ltex,L-glutamate diffusion extracellular to periplasm,rxn08633,None,None,None,AGP1_1; AGP3_1; DIP5_1; GAP1_1; GLUt7m; GLUtex; STL1_3; STL1_4,['glu_L[e]'],None,['L-glutamate'],['C(CC(=O)O)C(C(=O)O)N']
1975,GLUabcpp,"L-glutamate transport via ABC system, periplasmatic",None,None,None,None,None,"['atp[c]', 'glu_L[p]', 'h2o[c]']",None,"['ATP', 'L-glutamate', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(=O)O)C(C(=O)O)N', 'O']"
1976,GLUt2pp,"L-glutamate transport in via proton symport, periplasmatic",None,None,None,None,None,"['glu_L[p]', 'h[p]']",None,"['L-glutamate', 'proton']","['C(CC(=O)O)C(C(=O)O)N', '[H+]']"
1977,GLXCL,glyoxalate carboligase,rxn00010,MNXR2736,None,4.1.1.47,GLXCBL; GLXCL,"['glx[c]', 'h[c]']",R00013,"['glyoxylate', 'proton']","['C(=O)C(=O)[O-]', '[H+]']"
1978,GLXO1,Glyoxylate Oxidase,rxn05734,MNXR100304,None,None,ALDD30; GLXO1,"['glx[c]', 'h2o[c]', 'nad[c]']",None,"['glyoxylate', 'Water', 'Nicotinamide adenine dinucleotide']","['C(=O)C(=O)[O-]', 'O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
1979,GLXS,"Glyoxylate synthase, reversible",rxn00330,MNXR3388,None,2.3.3.9,DAL7; MALS; MALSp; MLS1,"['coa[c]', 'h[c]', 'mal_L[c]']",R00472,"['Coenzyme A', 'proton', 'L-malate']","['CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', '[H+]', 'C(C(C(=O)O)O)C(=O)O']"
1980,GLYALDPP,D-Glyceraldehyde 3-phosphate phosphatase,rxn03762,None,None,None,None,"['arg_L[c]', 'g3p[c]']",R05465,"['L-arginine', 'Glyceraldehyde 3-phosphate']","['C(CC(C(=O)O)N)CN=C(N)N', 'C(C(C=O)O)OP(=O)(O)O']"
1981,GLYAMDTRc,"Glycine Amidinotransferase, Cytosolic",rxn00404,MNXR100312,None,2.1.4.1,None,"['arg_L[c]', 'gly[c]']",R00565,"['L-arginine', 'Glycine']","['C(CC(C(=O)O)N)CN=C(N)N', 'C(C(=O)O)N']"
1982,GLYASN1c,Hydrolysis of Glycyl-L-asparagine,rxn12645,MNXR63971,None,3.4.11.23,MEAMP1(gly-asn),"['glyasn[c]', 'h2o[c]']",None,"['Glycyl-L-asparagine', 'Water']","['C(C(C(=O)O)NC(=O)CN)C(=O)N', 'O']"
1983,GLYASNabcpp,"Glycyl-L-asparagine transport via ABC system, periplasmatic",None,None,None,None,None,"['atp[c]', 'glyasn[p]', 'h2o[c]']",None,"['ATP', 'Glycyl-L-asparagine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(=O)O)NC(=O)CN)C(=O)N', 'O']"
1984,GLYASNtex,Glycyl-L-asparagine diffusion extracellular to periplasm,None,None,None,None,None,['glyasn[e]'],None,['Glycyl-L-asparagine'],['C(C(C(=O)O)NC(=O)CN)C(=O)N']
1985,GLYASP1c,Hydrolysis of Glycyl-L-aspartate,rxn12637,MNXR63975,None,3.4.11.23,AMPEP13; MEAMP1(gly-asp),"['glyasp[c]', 'h2o[c]']",None,"['Glycyl-L-aspartate', 'Water']","['C(C(C(=O)[O-])NC(=O)C[NH3+])C(=O)[O-]', 'O']"
1986,GLYASPabcpp,"Glycyl-L-aspartate transport via ABC system, periplasmatic",None,None,None,None,None,"['atp[c]', 'glyasp[p]', 'h2o[c]']",None,"['ATP', 'Glycyl-L-aspartate', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(=O)[O-])NC(=O)C[NH3+])C(=O)[O-]', 'O']"
1987,GLYASPtex,Glycyl-L-aspartate diffusion extracellular to periplasm,None,None,None,None,None,['glyasp[e]'],None,['Glycyl-L-aspartate'],['C(C(C(=O)[O-])NC(=O)C[NH3+])C(=O)[O-]']
1988,GLYAT,glycine C-acetyltransferase,rxn00274,MNXR69171,None,2.3.1.29,GLYAT; GLYATRi; GLYATi,"['accoa[c]', 'gly[c]']",R00371,"['Acetyl-CoA', 'Glycine']","['CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O', 'C(C(=O)O)N']"
1989,GLYBabcpp,"Glycine betaine transport via ABC system, periplasmatic",None,None,None,None,None,"['atp[c]', 'glyb[p]', 'h2o[c]']",None,"['ATP', 'glycine betaine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C[N+](C)(C)CC(=O)[O-]', 'O']"
1990,GLYBt2rpp,"Glycine betaine transport via proton symport, reversible, periplasmatic",None,None,None,None,None,"['glyb[p]', 'h[p]']",None,"['glycine betaine', 'proton']","['C[N+](C)(C)CC(=O)[O-]', '[H+]']"
1991,GLYBtex,glycine betaine diffusion extracellular to periplasm,rxn08639,None,None,None,GLYBtex,['glyb[e]'],None,['glycine betaine'],['C[N+](C)(C)CC(=O)[O-]']
1992,GLYC3Pabcpp,"sn-Glycerol 3-phosphate transport via ABC system, periplasmatic",None,None,None,None,None,"['atp[c]', 'glyc3p[p]', 'h2o[c]']",None,"['ATP', 'Glycerol 3-phosphate', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(COP(=O)(O)O)O)O', 'O']"
1993,GLYC3Ptex,Glycerol 3-phosphate diffusion extracellular to periplasm,None,None,None,None,None,['glyc3p[e]'],None,['Glycerol 3-phosphate'],['C(C(COP(=O)(O)O)O)O']
1994,GLYC3Ptipp,"glycerol-3-phosphate transport in via proton symport irreversible, periplasmatic",None,None,None,None,None,"['glyc3p[p]', 'h[p]']",None,"['Glycerol 3-phosphate', 'proton']","['C(C(COP(=O)(O)O)O)O', '[H+]']"
1995,GLYCDx,Glycerol dehydrogenase,rxn00762,MNXR69172,None,1.1.1.6,GLYCDx,"['glyc[c]', 'nad[c]']",R01034,"['Glycerol', 'Nicotinamide adenine dinucleotide']","['C(C(CO)O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
1996,GLYCK2,Glycerate Kinase,rxn08647,MNXR100329,R08572,"2.7.1.165, 2.7.1.31",GLYCK2; GLYCKb,"['atp[c]', 'glyc_R[c]']",R08572,"['ATP', 'D-glycerate']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(=O)[O-])O)O']"
1997,GLYCL,Glycine Cleavage System,rxn00908,MNXR83036,None,2.1.2.10,GCV1_2; GLYCL; GLYCL_2; GLYCLm,"['gly[c]', 'nad[c]', 'thf[c]']",R01221,"['Glycine', 'Nicotinamide adenine dinucleotide', '5,6,7,8-Tetrahydrofolate']","['C(C(=O)O)N', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N', 'C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O']"
1998,GLYCLTt2rpp,"glycolate transport via proton symport, reversible, periplasmatic",None,None,None,None,None,"['glyclt[p]', 'h[p]']",None,"['glycolate', 'proton']","['C(C(=O)O)O', '[H+]']"
1999,GLYCLTtex,glycolate diffusion extracellular to periplasm,None,None,None,None,None,['glyclt[e]'],None,['glycolate'],['C(C(=O)O)O']
2000,GLYCTO1,Glycolate oxidase,rxn00333,MNXR100338,R00475,1.1.3.15,GLYCTO1; GLYCTO10,"['glyclt[c]', 'o2[c]']",R00475,"['glycolate', 'O2']","['C(C(=O)O)O', 'O=O']"
2001,GLYCTO2,Glycolate oxidase,rxn08655,MNXR55600,None,1.1.3.15,GLYCTO2,"['glyclt[c]', 'q8[c]']",None,"['glycolate', 'Ubiquinone-8']","['C(C(=O)O)O', 'CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']"
2002,GLYCTO3,Glycolate oxidase,rxn08656,MNXR69173,None,1.1.3.15,GLYCTO3,"['glyclt[c]', 'mqn8[c]']",None,"['glycolate', 'Menaquinone 8']","['C(C(=O)O)O', 'CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']"
2003,GLYCTO4,Glycolate oxidase,rxn08657,MNXR69174,None,1.1.3.15,GLYCTO4,"['2dmmq8[c]', 'glyclt[c]']",None,"['2-Demethylmenaquinone 8', 'glycolate']","['CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=CC(=O)C2=CC=CC=C2C1=O)C)C)C)C)C)C)C)C', 'C(C(=O)O)O']"
2004,GLYCYSabcpp,"Gly-Cys ABC transporter, periplasmatic",None,None,None,None,None,"['atp[c]', 'glycys[p]', 'h2o[c]']",None,"['ATP', 'Gly-Cys', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(C(=O)O)NC(=O)CN)S', 'O']"
2005,GLYCYStex,Gly-Cys diffusion extracellular to periplasm,None,None,None,None,None,['glycys[e]'],None,['Gly-Cys'],['C(C(C(=O)O)NC(=O)CN)S']
2006,GLYCtex,Glycerol diffusion extracellular to periplasm,None,None,None,None,None,['glyc[e]'],None,['Glycerol'],['C(C(CO)O)O']
2007,GLYCtpp,"Glycerol Transport via Channel, periplasmatic",None,None,None,None,None,['glyc[c]'],None,['Glycerol'],['C(C(CO)O)O']
2008,GLYGLN1c,Hydrolysis of Glycyl-L-glutamine,rxn12646,MNXR63972,None,3.4.11.23,MEAMP1(gly-gln),"['glygln[c]', 'h2o[c]']",None,"['Glycyl-L-glutamine', 'Water']","['C(CC(=O)N)C(C(=O)O)NC(=O)CN', 'O']"
2009,GLYGLNabcpp,"Glycyl-L-glutamine transport via ABC system, periplasmatic",None,None,None,None,None,"['atp[c]', 'glygln[p]', 'h2o[c]']",None,"['ATP', 'Glycyl-L-glutamine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(=O)N)C(C(=O)O)NC(=O)CN', 'O']"
2010,GLYGLNtex,Glycyl-L-glutamine diffusion extracellular to periplasm,None,None,None,None,None,['glygln[e]'],None,['Glycyl-L-glutamine'],['C(CC(=O)N)C(C(=O)O)NC(=O)CN']
2011,GLYGLU1c,Hydrolysis of Glycyl-L-glutamate,rxn12634,MNXR63973,None,3.4.11.23,AMPEP10; MEAMP1(gly-glu),"['glyglu[c]', 'h2o[c]']",None,"['Glycyl-L-glutamate', 'Water']","['C(CC(=O)[O-])C(C(=O)[O-])NC(=O)C[NH3+]', 'O']"
2012,GLYGLUabcpp,"Glycyl-L-glutamate transport via ABC system, periplasmatic",None,None,None,None,None,"['atp[c]', 'glyglu[p]', 'h2o[c]']",None,"['ATP', 'Glycyl-L-glutamate', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(CC(=O)[O-])C(C(=O)[O-])NC(=O)C[NH3+]', 'O']"
2013,GLYGLUtex,Glycyl-L-glutamate diffusion extracellular to periplasm,None,None,None,None,None,['glyglu[e]'],None,['Glycyl-L-glutamate'],['C(CC(=O)[O-])C(C(=O)[O-])NC(=O)C[NH3+]']
2014,GLYK,Glycerol Kinase,rxn00615,MNXR100348,R00847,2.7.1.30,GLYK; GLYKr; GUT1,"['atp[c]', 'glyc[c]']",R00847,"['ATP', 'Glycerol']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C(C(CO)O)O']"
2015,GLYLEUHYDROc,Hydrolysis of Glycylleucine,rxn12845,MNXR100349,None,3.4.11.2,None,"['glyleu[c]', 'h2o[c]']",None,"['Glycylleucine', 'Water']","['CC(C)CC(C(=O)O)NC(=O)CN', 'O']"
2016,GLYLEUPEPT1tcpp,"Transport of Glycylleucine by the Apical Pept1 Amino Acid Transporters, periplasmatic",None,None,None,None,None,"['glyleu[p]', 'h[p]']",None,"['Glycylleucine', 'proton']","['CC(C)CC(C(=O)O)NC(=O)CN', '[H+]']"
2017,GLYLEUtex,Glycylleucine diffusion extracellular to periplasm,None,None,None,None,None,['glyleu[e]'],None,['Glycylleucine'],['CC(C)CC(C(=O)O)NC(=O)CN']
2018,GLYMET1c,Hydrolysis of Glycyl-L-methionine,rxn12635,MNXR63965,None,3.4.11.23,MEAMP1(gly-met),"['glymet[c]', 'h2o[c]']",None,"['Glycyl-L-methionine', 'Water']","['CSCCC(C(=O)O)NC(=O)CN', 'O']"
2019,GLYMETabcpp,"Glycyl-L-methionine transport via ABC system, periplasmatic",None,None,None,None,None,"['atp[c]', 'glymet[p]', 'h2o[c]']",None,"['ATP', 'Glycyl-L-methionine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'CSCCC(C(=O)O)NC(=O)CN', 'O']"
2020,GLYMETtex,Glycyl-L-methionine diffusion extracellular to periplasm,None,None,None,None,None,['glymet[e]'],None,['Glycyl-L-methionine'],['CSCCC(C(=O)O)NC(=O)CN']
2021,GLYOX,Hydroxyacylglutathione Hydrolase,rxn01274,MNXR100353,R01736,3.1.2.6,GLYOX; GLYOXm,"['h2o[c]', 'lgt_S[c]']",R01736,"['Water', '(R)-S-lactoylglutathionate(1-)']","['O', 'CC(C(=O)SCC(C(=O)NCC(=O)[O-])NC(=O)CCC(C(=O)[O-])[NH3+])O']"
2022,GLYPHEHYc,Hydrolysis of Glycylphenylalanine,rxn12846,MNXR100357,None,3.4.11.2,None,"['glyphe[c]', 'h2o[c]']",None,"['Glycylphenylalanine', 'Water']","['C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN', 'O']"
2023,GLYPHEabcpp,"Glycyl-L-phenylalanine transport via ABC system, periplasmatic",None,None,None,None,None,"['atp[c]', 'glyphe[p]', 'h2o[c]']",None,"['ATP', 'Glycylphenylalanine', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN', 'O']"
2024,GLYPHEtex,Glycylphenylalanine diffusion extracellular to periplasm,None,None,None,None,None,['glyphe[e]'],None,['Glycylphenylalanine'],['C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN']
